,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
5580,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,3,2007,2007-08-16,Algae,55.07,55.07,0.38,28.55
5584,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,3,2007,2007-08-16,Algae,73.75,73.75,5.88,8.13
5588,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,4,2008,2008-08-05,Algae,48.13,48.13,1.13,33.38
5592,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,4,2008,2008-08-05,Algae,60.5,60.5,4.75,14.5
5596,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,5,2009,2009-08-22,Algae,49.5,49.5,0.38,33.13
5600,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,5,2009,2009-08-24,Algae,56.88,56.88,6.38,16.0
5604,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,6,2010,2010-06-03,Algae,43.38,43.38,1.25,39.75
5608,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,6,2010,2010-06-04,Algae,50.13,50.13,5.63,16.88
5612,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,7,2011,2011-05-29,Algae,55.38,55.38,1.13,27.83
5616,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,7,2011,2011-05-31,Algae,58.13,58.13,5.88,12.38
5620,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,8,2012,2012-08-08,Algae,49.31,49.31,1.88,32.04
5624,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,8,2012,2012-08-08,Algae,60.94,60.94,5.63,10.27
5628,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,9,2013,2013-08-10,Algae,39.79,39.79,2.0,35.93
5632,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,9,2013,2013-08-10,Algae,39.63,39.63,5.5,13.25
5636,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,10,2014,2014-07-22,Algae,42.07,42.07,0.75,38.67
5640,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,10,2014,2014-07-22,Algae,47.07,47.07,5.88,13.16
5644,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,12,2016,2016-07-21,Algae,35.07,35.07,1.38,44.66
5648,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,12,2016,2016-07-21,Algae,38.75,38.75,7.25,21.75
5652,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,13,2017,2017-06-25,Algae,37.04,37.04,1.25,34.32
5656,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,13,2017,2017-06-25,Algae,46.0,46.0,5.0,16.88
5660,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,14,2018,2018-06-05,Algae,44.05,44.05,0.75,38.15
5664,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,14,2018,2018-06-05,Algae,48.38,48.38,4.13,15.38
5668,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,15,2019,2019-07-20,Algae,41.0,41.0,0.75,35.25
5672,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,15,2019,2019-07-21,Algae,43.5,43.5,8.0,21.13
5676,Wet Tropics,Johnstone,High West,5,1,-17.16215,146.006983,IN,16,2020,2020-07-20,Algae,35.38,35.38,1.38,48.5
5680,Wet Tropics,Johnstone,High West,5,2,-17.16005,146.00575,IN,16,2020,2020-07-21,Algae,37.88,37.88,7.5,22.38
5684,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,1,2005,2005-08-11,Algae,19.38,19.38,9.13,66.88
5688,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,1,2005,2005-08-11,Algae,63.19,63.19,1.88,32.17
5692,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,2,2006,2006-05-26,Algae,90.0,90.0,0.0,2.75
5696,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,2,2006,2006-05-26,Algae,74.38,74.38,0.25,2.25
5700,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,3,2007,2007-07-05,Algae,92.5,92.5,1.5,2.13
5704,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,3,2007,2007-07-05,Algae,67.88,67.88,0.13,2.88
5708,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,5,2009,2009-07-06,Algae,88.13,88.13,1.25,2.25
5712,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,5,2009,2009-07-06,Algae,72.0,72.0,0.25,10.75
5716,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,7,2011,2011-05-31,Algae,80.88,80.88,0.63,1.88
5720,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,7,2011,2011-06-01,Algae,79.63,79.63,0.0,7.75
5724,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,9,2013,2013-08-02,Algae,62.38,62.38,0.63,2.25
5728,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,9,2013,2013-08-02,Algae,56.38,56.38,1.13,17.75
5732,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,11,2015,2015-07-25,Algae,69.25,69.25,0.75,5.75
5736,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,11,2015,2015-07-25,Algae,25.54,25.54,0.38,47.32
5740,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,13,2017,2017-05-02,Algae,56.0,56.0,2.63,17.5
5744,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,13,2017,2017-05-02,Algae,39.88,39.88,2.13,36.38
5748,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,14,2018,2018-06-21,Algae,45.5,45.5,10.63,21.38
5752,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,14,2018,2018-06-21,Algae,52.02,52.02,1.25,36.97
5756,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,15,2019,2019-06-17,Algae,34.13,34.13,13.13,34.13
5760,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,15,2019,2019-06-17,Algae,40.63,40.63,3.38,49.63
5764,Wet Tropics,Tully,Barnards,2,1,-17.672233,146.1742,IN,16,2020,2020-07-18,Algae,23.88,23.88,14.25,43.63
5768,Wet Tropics,Tully,Barnards,2,2,-17.67395,146.1795,IN,16,2020,2020-07-18,Algae,28.38,28.38,3.0,56.75
5772,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,1,2005,2005-08-11,Algae,32.75,32.75,13.13,38.0
5776,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,1,2005,2005-08-11,Algae,36.5,36.5,11.63,31.38
5780,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,2,2006,2006-05-26,Algae,50.0,50.0,0.13,2.75
5784,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,2,2006,2006-05-26,Algae,70.57,70.57,0.74,7.18
5788,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,3,2007,2007-07-05,Algae,72.38,72.38,0.0,2.25
5792,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,3,2007,2007-07-05,Algae,58.63,58.63,1.5,4.88
5796,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,5,2009,2009-07-06,Algae,59.63,59.63,0.0,2.75
5800,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,5,2009,2009-07-06,Algae,47.63,47.63,3.0,15.5
5804,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,7,2011,2011-05-31,Algae,50.13,50.13,0.5,2.13
5808,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,7,2011,2011-06-01,Algae,60.13,60.13,2.25,15.38
5812,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,9,2013,2013-08-02,Algae,46.38,46.38,0.5,7.88
5816,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,9,2013,2013-08-02,Algae,42.38,42.38,3.75,23.38
5820,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,11,2015,2015-07-25,Algae,39.25,39.25,2.38,9.75
5824,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,11,2015,2015-07-25,Algae,25.0,25.0,4.0,44.38
5828,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,13,2017,2017-05-02,Algae,37.42,37.42,4.75,22.15
5832,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,13,2017,2017-05-02,Algae,28.38,28.38,5.63,46.13
5836,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,14,2018,2018-06-21,Algae,38.25,38.25,6.0,19.5
5840,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,14,2018,2018-06-21,Algae,25.88,25.88,6.88,47.63
5844,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,15,2019,2019-06-17,Algae,24.63,24.63,10.25,30.25
5848,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,15,2019,2019-06-17,Algae,16.5,16.5,6.25,59.88
5852,Wet Tropics,Tully,Barnards,5,1,-17.67175,146.174583,IN,16,2020,2020-07-18,Algae,21.88,21.88,14.25,34.13
5856,Wet Tropics,Tully,Barnards,5,2,-17.6739,146.1795,IN,16,2020,2020-07-18,Algae,15.25,15.25,3.25,64.63
5860,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,11,2015,2015-07-24,Algae,55.5,55.5,0.0,17.0
5864,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,11,2015,2015-07-24,Algae,76.0,76.0,0.0,8.88
5868,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,12,2016,2016-07-07,Algae,60.0,60.0,0.38,14.0
5872,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,12,2016,2016-07-07,Algae,77.0,77.0,0.5,10.5
5876,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,13,2017,2017-05-03,Algae,69.75,69.75,0.0,11.0
5880,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,13,2017,2017-05-03,Algae,80.88,80.88,0.38,8.13
5884,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,14,2018,2018-06-21,Algae,64.0,64.0,0.25,9.75
5888,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,14,2018,2018-06-21,Algae,73.13,73.13,0.88,10.5
5892,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,15,2019,2019-06-18,Algae,56.38,56.38,0.38,12.38
5896,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,15,2019,2019-06-18,Algae,67.88,67.88,0.25,9.75
5900,Wet Tropics,Tully,Bedarra,2,1,-18.009367,146.148033,IN,16,2020,2020-06-01,Algae,63.0,63.0,0.25,10.38
5904,Wet Tropics,Tully,Bedarra,2,2,-18.008683,146.146433,IN,16,2020,2020-06-01,Algae,64.46,64.46,0.0,12.14
5908,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,11,2015,2015-07-24,Algae,32.0,32.0,3.5,17.63
5912,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,11,2015,2015-07-24,Algae,48.63,48.63,1.5,9.75
5916,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,12,2016,2016-07-07,Algae,49.25,49.25,4.0,18.13
5920,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,12,2016,2016-07-07,Algae,46.75,46.75,4.75,15.5
5924,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,13,2017,2017-05-03,Algae,44.63,44.63,4.63,21.25
5928,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,13,2017,2017-05-03,Algae,46.25,46.25,2.63,11.5
5932,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,14,2018,2018-06-21,Algae,55.75,55.75,3.88,11.75
5936,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,14,2018,2018-06-21,Algae,47.63,47.63,2.63,14.75
5940,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,15,2019,2019-06-18,Algae,35.88,35.88,6.25,19.63
5944,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,15,2019,2019-06-18,Algae,30.38,30.38,6.75,15.63
5948,Wet Tropics,Tully,Bedarra,5,1,-18.0097,146.148083,IN,16,2020,2020-06-01,Algae,45.88,45.88,4.0,16.25
5952,Wet Tropics,Tully,Bedarra,5,2,-18.009017,146.146383,IN,16,2020,2020-06-01,Algae,38.0,38.0,2.88,17.5
5956,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,1,2005,2005-05-22,Algae,48.13,48.13,0.25,48.0
5960,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,1,2005,2005-05-22,Algae,42.92,42.92,1.25,34.54
5964,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,2,2006,2006-06-01,Algae,79.88,79.88,0.0,5.63
5968,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,2,2006,2006-06-01,Algae,79.25,79.25,0.13,12.13
5972,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,3,2007,2007-07-06,Algae,90.75,90.75,0.0,3.88
5976,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,3,2007,2007-07-06,Algae,80.0,80.0,0.13,12.5
5980,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,4,2008,2008-09-03,Algae,70.63,70.63,0.0,11.0
5984,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,4,2008,2008-09-03,Algae,74.38,74.38,0.63,15.13
5988,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,5,2009,2009-07-07,Algae,74.5,74.5,0.13,14.38
5992,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,5,2009,2009-07-07,Algae,73.25,73.25,0.5,14.88
5996,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,6,2010,2010-08-16,Algae,61.75,61.75,0.38,23.25
6000,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,6,2010,2010-07-30,Algae,60.38,60.38,0.13,25.0
6004,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,7,2011,2011-05-27,Algae,76.0,76.0,0.0,1.13
6008,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,7,2011,2011-05-27,Algae,85.5,85.5,0.0,3.13
6012,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,8,2012,2012-08-15,Algae,73.0,73.0,0.0,1.88
6016,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,8,2012,2012-08-15,Algae,85.38,85.38,0.5,5.63
6020,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,9,2013,2013-08-03,Algae,67.0,67.0,0.0,4.0
6024,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,9,2013,2013-08-03,Algae,81.38,81.38,0.75,4.25
6028,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,10,2014,2014-07-16,Algae,63.38,63.38,0.88,9.38
6032,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,10,2014,2014-07-17,Algae,75.1,75.1,0.5,7.88
6036,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,12,2016,2016-07-08,Algae,55.75,55.75,3.63,24.38
6040,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,12,2016,2016-07-08,Algae,82.25,82.25,0.38,12.38
6044,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,13,2017,2017-08-07,Algae,54.25,54.25,6.88,28.38
6048,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,13,2017,2017-08-07,Algae,81.5,81.5,0.13,9.5
6052,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,14,2018,2018-06-02,Algae,47.25,47.25,6.0,36.5
6056,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,14,2018,2018-06-02,Algae,68.25,68.25,0.5,14.0
6060,Wet Tropics,Tully,Dunk North,2,1,-17.9237,146.1368,IN,16,2020,2020-06-01,Algae,30.13,30.13,4.88,53.63
6064,Wet Tropics,Tully,Dunk North,2,2,-17.926317,146.146133,IN,16,2020,2020-06-01,Algae,62.0,62.0,1.13,17.88
6068,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,1,2005,2005-05-22,Algae,34.92,34.92,10.39,33.19
6072,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,1,2005,2005-05-22,Algae,41.25,41.25,2.25,39.88
6076,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,2,2006,2006-06-01,Algae,39.14,39.14,0.5,3.85
6080,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,2,2006,2006-05-23,Algae,45.62,45.62,0.27,18.72
6084,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,3,2007,2007-07-06,Algae,70.88,70.88,0.13,4.88
6088,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,3,2007,2007-07-06,Algae,52.13,52.13,0.38,25.63
6092,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,4,2008,2008-09-03,Algae,67.88,67.88,0.5,5.75
6096,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,4,2008,2008-09-03,Algae,44.5,44.5,0.5,27.13
6100,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,5,2009,2009-07-07,Algae,60.5,60.5,0.63,7.38
6104,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,5,2009,2009-07-07,Algae,42.88,42.88,0.5,27.25
6108,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,6,2010,2010-08-16,Algae,52.75,52.75,0.88,11.25
6112,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,6,2010,2010-07-30,Algae,34.07,34.07,0.5,36.04
6116,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,7,2011,2011-05-27,Algae,55.88,55.88,0.0,4.63
6120,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,7,2011,2011-05-27,Algae,55.71,55.71,0.13,8.9
6124,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,8,2012,2012-08-15,Algae,68.5,68.5,0.38,4.25
6128,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,8,2012,2012-08-15,Algae,48.75,48.75,0.25,9.0
6132,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,9,2013,2013-08-03,Algae,53.25,53.25,1.0,6.0
6136,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,9,2013,2013-08-03,Algae,48.63,48.63,0.25,11.0
6140,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,10,2014,2014-07-16,Algae,57.44,57.44,2.25,8.39
6144,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,10,2014,2014-07-17,Algae,50.63,50.63,0.63,11.5
6148,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,12,2016,2016-07-08,Algae,52.38,52.38,13.25,12.38
6152,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,12,2016,2016-07-08,Algae,56.38,56.38,2.38,21.75
6156,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,13,2017,2017-08-07,Algae,46.0,46.0,12.63,12.5
6160,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,13,2017,2017-08-07,Algae,47.63,47.63,1.63,19.63
6164,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,14,2018,2018-06-02,Algae,39.38,39.38,14.0,14.13
6168,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,14,2018,2018-06-02,Algae,41.75,41.75,1.13,23.5
6172,Wet Tropics,Tully,Dunk North,5,1,-17.923317,146.1373,IN,16,2020,2020-06-01,Algae,37.63,37.63,11.75,25.63
6176,Wet Tropics,Tully,Dunk North,5,2,-17.926283,146.146133,IN,16,2020,2020-06-01,Algae,30.88,30.88,1.25,22.63
6180,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,1,2005,2005-05-21,Algae,74.25,74.25,2.13,17.75
6184,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,1,2005,2005-05-21,Algae,79.73,79.73,0.0,15.64
6188,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,2,2006,2006-05-24,Algae,75.95,75.95,1.41,12.27
6192,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,2,2006,2006-05-24,Algae,67.38,67.38,1.13,19.63
6196,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,4,2008,2008-07-08,Algae,72.75,72.75,2.38,17.5
6200,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,4,2008,2008-07-08,Algae,68.25,68.25,0.63,20.75
6204,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,6,2010,2010-07-29,Algae,65.75,65.75,3.38,19.75
6208,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,6,2010,2010-07-29,Algae,60.25,60.25,0.75,27.75
6212,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,7,2011,2011-06-01,Algae,80.38,80.38,0.25,4.13
6216,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,7,2011,2011-06-01,Algae,79.0,79.0,0.13,7.63
6220,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,8,2012,2012-08-16,Algae,85.5,85.5,0.38,1.75
6224,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,8,2012,2012-08-17,Algae,73.63,73.63,0.13,4.88
6228,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,10,2014,2014-07-17,Algae,78.5,78.5,1.13,8.63
6232,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,10,2014,2014-07-17,Algae,80.63,80.63,0.5,11.75
6236,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,12,2016,2016-07-08,Algae,60.75,60.75,1.75,23.5
6240,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,12,2016,2016-07-08,Algae,75.7,75.7,0.5,11.16
6244,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,13,2017,2017-05-02,Algae,70.75,70.75,2.13,15.5
6248,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,13,2017,2017-05-03,Algae,82.13,82.13,0.88,8.5
6252,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,14,2018,2018-06-02,Algae,64.33,64.33,4.13,16.77
6256,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,14,2018,2018-06-02,Algae,63.25,63.25,1.38,16.63
6260,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,15,2019,2019-06-17,Algae,53.13,53.13,3.88,31.88
6264,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,15,2019,2019-06-18,Algae,64.63,64.63,1.0,18.25
6268,Wet Tropics,Tully,Dunk South,2,1,-17.95885,146.154333,IN,16,2020,2020-06-02,Algae,54.75,54.75,2.75,32.0
6272,Wet Tropics,Tully,Dunk South,2,2,-17.957,146.143867,IN,16,2020,2020-06-02,Algae,69.13,69.13,0.38,16.0
6276,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,1,2005,2005-05-21,Algae,48.28,48.28,3.14,42.41
6280,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,1,2005,2005-05-21,Algae,53.7,53.7,3.0,40.54
6284,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,2,2006,2006-05-24,Algae,49.25,49.25,3.63,37.0
6288,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,2,2006,2006-05-24,Algae,55.0,55.0,1.38,34.63
6292,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,4,2008,2008-07-08,Algae,50.38,50.38,2.0,41.63
6296,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,4,2008,2008-07-08,Algae,45.13,45.13,2.75,43.0
6300,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,6,2010,2010-07-29,Algae,45.75,45.75,1.0,44.0
6304,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,6,2010,2010-07-29,Algae,43.75,43.75,3.13,43.88
6308,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,7,2011,2011-06-01,Algae,73.75,73.75,1.13,17.75
6312,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,7,2011,2011-06-01,Algae,68.5,68.5,2.75,23.38
6316,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,8,2012,2012-08-16,Algae,68.33,68.33,1.63,12.64
6320,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,8,2012,2012-08-17,Algae,63.75,63.75,3.25,19.88
6324,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,10,2014,2014-07-17,Algae,58.0,58.0,2.13,23.63
6328,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,10,2014,2014-07-17,Algae,48.87,48.87,2.64,36.58
6332,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,12,2016,2016-07-08,Algae,53.0,53.0,1.88,32.0
6336,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,12,2016,2016-07-08,Algae,53.5,53.5,3.88,32.88
6340,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,13,2017,2017-05-02,Algae,61.38,61.38,2.38,25.25
6344,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,13,2017,2017-05-03,Algae,48.63,48.63,2.0,40.0
6348,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,14,2018,2018-06-02,Algae,65.25,65.25,2.5,17.63
6352,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,14,2018,2018-06-02,Algae,51.38,51.38,2.38,33.13
6356,Wet Tropics,Tully,Dunk South,5,1,-17.959083,146.15435,IN,15,2019,2019-06-17,Algae,46.63,46.63,4.13,30.13
6360,Wet Tropics,Tully,Dunk South,5,2,-17.957317,146.14385,IN,15,2019,2019-06-18,Algae,48.13,48.13,2.25,38.75
